ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8630933424296722,Cleber Rodrigo Braga de Oliveira,Oliveira,"BRAGA, C.",Curitiba,PR,"Doutor em Cultura e Sociedade pela Universidade Federal da Bahia, onde realizou a pesquisa intitulada &amp;quot;Fantasmografias: sexílio, arte e ativismos cuirdecoloniais na transfronteira  mexicobrasileira&amp;quot;, com período sanduíche no Programa de Estudos Latinoamericanos da Universidade Nacional Autônoma do México. Mestre em Teatro pela Universidade do Estado de Santa Catarina. Bacharel em Artes Cênicas pela Faculdade de Artes do Paraná. Atualmente é professor  do curso de Licenciatura em Teatro da Universidade Federal do Amapá, atuando também junto ao curso de Especialização em Estudos Teatrais Contemporâneos. É ainda Professor Permanente do Mestrado Profissional do Programa de Pós-Graduação em Ensino e Relações Étnico-Raciais da Universidade Federal do Sul da Bahia - PPGER/UFSB, bem como do Programa de Pós-Graduação em Artes Cênicas da Universidade Federal de São João del-Rei (UFSJ) ? curso de Mestrado Acadêmico. Diretor teatral, produtor cultural, ator, dramaturgo e sonoplasta,  fundador do coletivo artístico Elenco de Ouro, da cidade de Curitiba. Apresentou espetáculos, ministrou oficinas e desenvolveu projetos de teatro comunitário em diversos estados e em países como França, Espanha, Portugal, Chile, Croácia, México... Área de atuação em estudos e pesquisa: intervenção urbana artística, artes do espetáculo (com ênfase em cabaré), decolonialidade estética, estudos da subjetividade, estudos culturais, diásporas contemporâneas,  fronteira, cuir.",09-06-2022,,
8633520438663625,Jarbas Siqueira Ramos,Ramos,"RAMOS, J. S.;RAMOS, JARBAS;RAMOS, JARBAS SIQUEIRA;Jarbas Siqueira Ramos;RAMOS, JARBAS SIQUEIRA RAMOS JSR;RAMOS, Jarbas Siqueira Ramos",Bocaiúva,MG,"Doutor em Artes Cênicas pelo PPGAC/UNIRIO (2017); Mestre em Artes Cênicas pelo PPGAC/UFBA (2011); Mestre em Desenvolvimento Social pelo PPGDS/Unimontes (2010); Graduado em Artes/Teatro pela Unimontes (2006). Atualmente é professor adjunto da Universidade Federal de Uberlândia - UFU, atuando no Curso de Bacharelado em Dança, no Programa de Pós-Graduação em Artes Cênicas - PPGAC e no Programa de Mestrado Profissional - PROFARTES. É Diretor do Instituto de Artes da UFU (gestão 2020-2024). É coordenador do projeto O Corpo-Encruzilhada e seus Atravessamentos: Estudos Artísticos em Perspectiva Descolonial (UFU). É coordenador do Núcleo de Estudos em Improvisação em Dança - NEID/UFU, grupo de pesquisa cadastrado no Diretório de Grupos do CNPq. É coordenador do projeto de extensão Patrimônio Cultural em Debate: Curso de Formação em Patrimônio Cultural Imaterial (UFU/PROEXC) e do projeto de extensão Partilha de Saberes: Diálogos entre a Dança e o Congado (UFU/PROEXT). É Sócio Efetivo da Associação Brasileira de Pesquisa e Pós-Graduação em Artes Cênicas - ABRACE. É presidente da Comissão para Elaboração da Política de Inclusão, Acessibilidade e Educação Especial da UFU. Foi representante do IARTE na Comissão para Implementação da Educação das Relações Étnico-Racial da UFU (2014-2015). Foi diretor-financeiro da ABRACE (biênio 2015-2017). Foi Diretor-Presidente da Associação Cultural Companhia do Sonho - Cia do Sonho (biênio 2008-2010). É artista vinculado ao Substantivo Coletivo (dança) e ao Coletivo Artesania (teatro), na cidade de Uberlândia. É ator, dançarino, preparador corporal de atores e dançarinos, produtor cultural e pesquisador das culturas brasileiras. Tem experiência nas áreas de Dança, Teatro, Performance Cultural, Cultura Popular, Pesquisa em Artes Cênicas, Improvisação em Dança, Pedagogia das Artes Cênicas , Produção Cultural e Educação à Distância.",10-07-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0002-8146-9761
8643978507041015,Elsieni Coelho da Silva,Silva,"SILVA;Elsieni Coelho da;Elsieni Coelho da Silva;SILVA, Elsieni Coelho da;SILVA, ELSIENI COELHO",UBERLANDIA,MG,"Doutora em Educação pela Universidade Federal de Goiás (2013);  mestre em Educação pela Universidade Estadual de Campinas (1999); graduada em Educação Artística Hab. Artes Plásticas pela Universidade Federal de Uberlândia (1990); Professora do Mestrado Profissional em Artes e do curso de Artes Visuais, da Universidade Federal de Uberlândia; tem experiência no ensino de artes visuais em todos os níveis; estudos investigativos com ênfase  em pesquisa na formação do professor, docência universitária,  processo de criação e metodologias do ensino em Artes; produção poética em objetos, instalação e pintura.",02-03-2022,Universidade Federal de Uberlândia,
8693017792087928,Rosângela Pereira de Tugny,Tugny,"TUGNY, R. P.;TUGNY, ROSÂNGELA PEREIRA DE",Goiânia,GO,"Cursou graduação em Piano pela Universidade Federal de Minas Gerais (1986), DEA em Música e Musicologia - Université de Tours (Université François Rabelais) (1991) e doutorado em Música e Musicologia - Université de Tours (Université François Rabelais) (1996). Atualmente é professora titular do IHAC do Campus Sosígenes Costa de Porto Seguro  e do Centro de Formação em Artes da Universidade Federal do Sul da Bahia. Coordenou projetos no Acervo Curt Lange  e no Laboratório de etnomusicologia da UFMG, desenvolvendo pesquisas sobre as práticas musicais indígenas. Publicou livros e artigos sobre música contemporânea e etnomusicologia. Em colaboração com especialistas dos repertórios de cantos do povo Tikmu'un-Maxakali, organizou a tradução, edição e publicação de filmes, gravações, livros de tradução de cantos e mitos e livros didáticos. Coordena o Grupo de pesquisas (CNPq) Poéticas ameríndias e é integrante do INCT de Inclusão do Ensino Superior e na Pesquisa (CNPq).",31-03-2022,Universidade Federal do Sul da Bahia,
8730308777713520,José Henrique Padovani Velloso,Velloso,"PADOVANI, José H.;VELLOSO, José H. P.",São Paulo,SP,"José Henrique Padovani é Professor Adjunto do Departamento de Teoria Geral da Música (área: Composição) na Escola de Música da UFMG, onde atua também como docente permanente do Programa de Pós-Graduação em Música (linhas: &amp;quot;Processos Analíticos e Criativos&amp;quot; e &amp;quot;Sonologia&amp;quot;) e como diretor do Centro de Pesquisa&amp;#10;em Música Contemporânea. Atua, ainda, como docente colaborador do Programa de Pós-Graduação em Música do Instituto de Artes da Unicamp e como pesquisador colaborador do Núcleo&amp;#10;Interdisciplinar de Comunicação Sonora (NICS) da Unicamp. &amp;#10;Foi professor efetivo do Departamento de Música da UFPB (2012-2016) e do Departamento de Música do Instituto de Artes da Unicamp (2016-2017).&amp;#10;É bacharel em Música (Composição) pela Escola de Música da UFMG (2006), e Mestre (2009) e Doutor (2013) em Música (Processos Criativos) pelo Instituto de Artes da Unicamp. &amp;#10;Suas peças foram realizadas e premiadas, no Brasil e no exterior, por grupos como a Orquestra Filarmônica de Minas Gerais, L'Arsenale, The Arditti Quartet, Ostravská Banda, Orquestra Sinfônica da Unicamp, Orquestra Sinfônica da UFPB, Camerata Aberta, e Sinfonieorchester der Musikhochschule für Musik und Theater Hamburg.",13-05-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-8919-7393
8877943543630986,Flavio Terrigno Barbeitas,Barbeitas,"BARBEITAS, F. T.;BARBEITAS, FLAVIO TERRIGNO;Barbeitas, Flavio",Rio de Janeiro,RJ,"Bacharel em Música (violão) pela Universidade Federal do Rio de Janeiro (1992), Mestre em Música pela Universidade Federal do Rio de Janeiro (1995) e Doutor em Estudos Literários pela Universidade Federal de Minas Gerais/ Università di Bologna (2007). Desde 1996 é docente na Escola de Música da Universidade Federal de Minas Gerais, atualmente nos níveis de Graduação e Pós-graduação Mestrado e Doutorado).&amp;#10;Além de atividades musicais como violonista, dedica-se a aspectos teóricos da música com pesquisas em dois eixos principais: &amp;#10;1) a música na relação geral com a cultura brasileira e com os processos de construção e desconstrução da identidade nacional (desdobramentos da dissertação de Mestrado: Circularidade cultural e nacionalismo nas Doze valsas para violão de Francisco Mignone)&amp;#10;2) a música na relação com outras artes, principalmente a Literatura, a partir de temas como Música e Representação, Música e Linguagem (desdobramentos da tese de Doutorado: A música habita a linguagem: teoria da música e noção de musicalidade na poesia).",08-07-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-6967-878X
8882590135112539,Rogério Tavares Constante,Constante,"CONSTANTE, R. T.",Porto Alegre,RS,"Possui graduação em Bacharelado em Música - Habilitação: violão pela Universidade Federal do Rio Grande do Sul (1997), mestrado em Música (2000) e doutorado em Música pela Universidade Federal do Rio Grande do Sul (2006). Atualmente é professor associado da Universidade Federal de Pelotas. Tem experiência na área de Artes, com ênfase em Composição Musical, atuando principalmente nos seguintes temas: composição,  contraponto, harmonia, análise musical, música contemporânea, interpretação musical e computação musical.",26-06-2022,Universidade Federal de Pelotas,
8939356561837418,Luciana da Costa Dias,Dias,"DIAS, Luciana da Costa;DA COSTA DIAS, LUCIANA;DIAS, Luciana",Rio de Janeiro,RJ,"Pós doutorado no Center for Performance Philosophy, da University of Surrey, Inglaterra. Doutora em Filosofia pela Universidade do Estado do Rio de Janeiro, atua como Professora Associada no Instituto de Artes da UNB desde janeiro de 2022. Antes disso foi professora de Teoria da Arte e Estética no Departamento de Artes (DEART/IFAC) da UFOP (2011-2021), onde também atuou no Programa de Pós Graduação em Filosofia (PGFIL/UFOP) e no Programa de Pós-Graduação em Artes Cênicas (PPGAC/UFOP) -- programa do qual é fundadora, tendo sido sua vice-coordenadora de 2018 a 2020. Pesquisadora vinculada aos Grupos de Pesquisa do CNPq: 'APORIA: Núcleo de Estudos em Filosofia e Performance (líder)', do qual é fundadora e ao grupo de pesquisa em autoria feminina e teorias femonistas 'Christine de Pizan'. Entre 2007 e 2008, desenvolveu parte dos estudos do doutoramento, com bolsa DAAD, na Freiburg Universität, sob orientação do Prof. Dr. Günther Figal. É ainda Bacharel, Licenciada e mestre em Filosofia pela UERJ, além de ter ampla formação em artes visuais, pintura, teatro e história da arte pela EAV ? Escola de Artes Visuais do Parque Lage, no Rio de Janeiro. Membro do núcleo organizador da rede de pesquisa internacional Performance PHilosophy; Integra também o GT Territórios e Fronteiras, da ABRACE (Associação Brasileira de Artes Cênicas) e o GT Genealogia e Crítica da ANPOF (Associação Nacional de Pós-Graduação em Filosofia)., além de ser sócia efetiva da ABRE (Associação Brasileira de Estética).&amp;#10;Sua área de pesquisa principal é Filosofia da Arte e Estética, atuando principalmente nos seguintes temas: História e teoria da Arte e do Teatro; Hermenêutica e Fenomenologia da Arte e do Teatro; História da Arte e História da filosofia; Crise da Modernidade e Niilismo; Metafísica; Estética Teatral; Relações entre Teatro e Filosofia; Teatro e (crise da) modernidade; Crise do Drama; Tragédia e contemporaneidade; Fenomenologia do Teatro e Fenomenologia da Performance. Filosofia da Performance.",31-05-2022,Universidade de Brasília,https://orcid.org/0000-0001-5627-5431
8974163389393254,Celina Figueiredo Lage,Lage,"LAGE, C. F.;LAGE, Celina F.;LAGE, Celina;LAGE, CELINA FIGUEIREDO;FIGUEIREDO LAGE, CELINA",Belo Horizonte,MG,"Celina Figueiredo Lage é Professora do Programa de Pós-Graduação em Artes (PPGArtes/UEMG) e dos Cursos de Graduação da Escola Guignard, Universidade do Estado de Minas Gerais (UEMG). Sua trajetória  acadêmica e artística fez com que se tornasse expert nas relações interartes, com ênfase nas Artes da Antiguidade Grega e da Contemporaneidade.&amp;#10;Atuou de 2009 a 2012 no Programa de Pós-Graduação em Artes Aplicadas da Universidade Helênica Aberta, na Grécia. Doutora em Literatura Comparada, Mestre em Teoria da Literatura e Licenciada em Letras, com habilitação em Grego e Latim. Pós-doutorado na National &amp; Kapodistrian University of Athens (Grécia) e na Athens School of Fine Arts (Grécia). Ex-Bolsista da Fundação Alexander Onassis, do State Scholarships Foundation (Grécia), da FAPEMIG e do CNPq. Membro do Conselho Municipal de Política Cultural de Belo Horizonte - COMUC. Vice-Presidente do Comitê Brasileiro para Reunificação das Esculturas do Partenon (membro do International Commitee for Reunification of the Parthenon Sculptures) colaborando regularmente com Museu da Acrópole e Ministério da Cultura da Grécia. Ganhadora do prêmio Pontos de Memória no Exterior do Instituto Brasileiro de Museus (IBRAM) e do Ministério da Cultura, do prêmio Coroa de Ouro pela Associação do Helenismo Ecumênico (Grécia), e do Prêmio Xerox do Brasil na categoria Tradução pelo livro ?Poesia Grega Antiga?.&amp;#10;Possui atuação internacional no campo da performance, música experimental, poesia sonora, poesia digital, video-arte, fotografia e curadoria de eventos multimídia. &amp;#10;Áreas de atuação -  Literaturas Clássicas, Literatura Comparada, Teatro, Performance, Artes Visuais, Novas Mídias, Curadoria, Cinema, Fotografia, Música Experimental e Arte Contemporânea.",29-05-2022,Universidade do Estado de Minas Gerais,
8981208106060351,Renato Tocantins Sampaio,Sampaio,"SAMPAIO, R. T.;SAMPAIO, RENATO",Belem,PA,"Possui graduação em Musicoterapia (1996) e em  Educação Artística - Licenciatura Plena em Música (1997), mestrado em Comunicação e Semiótica (2001) e doutorado em Neurociências (2015). É Professor Adjunto da Universidade Federal de Minas Gerais, onde leciona na Graduação em Música/Musicoterapia, na Especialização em Neurociências, na Especialização em Transtorno do Espectro do Autismo, no Programa de Pós-graduação em Música e no Programa de Pós-graduação em Neurociências. Tem experiência na área de Musicoterapia, Neurociências e Arte-Educação, atuando principalmente nos seguintes temas: Prática Clínica em Musicoterapia, Avaliação Musicoterapêutica, Transtornos do Desenvolvimento, Educação Musical e Educação Inclusiva. Líder do Grupo de Pesquisa (cadastrado no CNPq) &amp;quot;Centro de Estudos em Musicoterapia&amp;quot; na UFMG.  Apresentou trabalhos em eventos científicos e publicou artigos e capítulos de livro no Brasil e no Exterior.",19-05-2022,Universidade Federal de Minas Gerais,http://orcid.org/0000-0002-4384-6669
9065267896846482,Patricia Dias FRANCA-HUCHET,FRANCA-HUCHET,"FRANCA-HUCHET, P. D.;FRANCA-HUCHET - UNIVERSIDADE FEDERAL DE MINAS GERAIS, PATRICIA DIAS;DIAS FRANCA-HUCHET, P.;FRANCA-HUCHET, P.;FRANCA, P.D.;FRANCA,P.;FRANCA-HUCHE Patrícia;FRANCA-HUCHET, Patricia Dias",Belo Horizonte,MG,"Professora Titular da Escola de Belas Artes da Universidade Federal de Minas Gerais. Doctorat e Master pela Université de Paris I Panthéon Sorbonne. Master 1 pela Université de Paris VIII. Pós-doutorado pela Université de Paris III, Institut de Recherche sur le Cinéma et l?Audiovisuel (IRCAV) e no Centre de Recherche en Esthétique du Cinéma et des Images (CRECI) 2009. Pós-doutorado pela EHESS: École des Hautes Études en Sciences Sociales/2019. Coordena o grupo de pesquisa BE-IT: Bureau de estudos sobre a imagem e o tempo.  É membro do corpo permanente do PPGArtes da EBA/UFMG [que ajudou a fundar] desde 1998. Foi professora (Recém doutora, CNPq) Universidade de São Paulo [ECA-CAP]. Tem publicações em livros e revistas especializadas no Brasil e em outros países. Foi professora convidada da Universitat Politècnica de Valencia durante Estágio Pós-doutoral em 2009. Pesquisou, expôs e publicou na Fondation Danäe/França. Tem experiência na área de Artes, atuando principalmente nos seguintes temas:   imagem, fotografia, literatura, instalação, pintura, desenho e edição. Foi residente no IEAT: Instituto de Estudos Avançados Transdisciplinares da UFMG (2013). Foi presidente do Comitê de Linguística Letras e Artes da UFMG (2016-2018). Sua pesquisa atual envolvendo fotografia e literatura foi mostrada e apresentada em vários países: França (Paris e Mulhouse), Espanha (Madrid e Lálin), Canadá (Montréal), Brasil (Brasília, Florianópolis, Porto Alegre, Rio de Janeiro e Belo Horizonte). Foi membro do IAWIS ? International Association of Words and Image Studies ? de 2010 a 2104. Sua tese de doutorado Assolement de la peinture; vers une pratique de l'installation ganhou uma distinção, na França, em 2019 e está entre as 50 melhores teses no certame &amp;quot;&amp;quot;Transfert de connaissances vers la pratique&amp;quot; ficando na 28° posição.",20-07-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-3534-161X
9231522389312679,Daniel Luís Barreiro,Barreiro,"BARREIRO, D. L.;Barreiro, Daniel L.",São Carlos,SP,"Realizou Pós-Doutorado em Música Eletroacústica na University of Manchester (Inglaterra, 2013-2014) e Pós-Doutorado em Ciência da Computação na USP (2008), ambos com bolsa do CNPq. É Doutor em Composição Musical pela University of Birmingham (Inglaterra, 2003-2007, com bolsa CAPES), Mestre em Comunicação e Semiótica pela PUC/SP (1999-2000, com bolsa FAPESP) e Bacharel em Música - Composição e Regência pela UNESP (1992-1997). Também foi bolsista de Iniciação Científica da FAPESP (1994-1996) e do PIBIC/CNPq/UNESP (1997). Suas pesquisas estão centradas principalmente nos seguintes temas: música contemporânea, música eletroacústica, espacialidade na música eletroacústica, tempo musical e análise musical. Sua produção composicional inclui obras eletroacústicas acusmáticas em stereo, oito e 24 canais, obras mistas (para instrumentos e sons eletroacústicos/interação sonora em tempo-real), sound design para instalações de arte interativa e trilhas-sonoras para curtas-metragens e vídeos. Obteve reconhecimento em prestigiosos concursos internacionais de composição, tais como Bourges (Prêmio e Menção Honrosa,  em 2006; e Seleção - Categoria Residence, em 2005), Metamorphoses (Primeiro Prêmio Ex-Aequo, em 2006), e CIMESP (Finalista, em 2005). Tem obras incluídas nos CDs: &amp;quot;Concours de Composition Acousmatique Metamorphoses 2006&amp;quot;, lançado na Bélgica; &amp;quot;Cultures Electroniques 19&amp;quot;, lançado na França;  &amp;quot;Electro-acústico&amp;quot; (de Iracema de Andrade), lançado no México; e &amp;quot;Névoas &amp; Cristais: músicas brasileiras para percussão e eletrônicos em tempo real&amp;quot; (de Cesar Traldi), lançado no Brasil. Suas obras foram apresentadas em importantes festivais, conferências e concertos em diferentes países como Alemanha, Austrália, Bélgica, Brasil, Canadá, Colômbia, Dinamarca, Espanha, Estados Unidos, França, Grécia, Inglaterra, Irlanda do Norte, Itália, México, Suíça e Suécia. Recebeu o Prêmio de Melhor Artigo Musical de estudante no XI Simpósio Brasileiro de Computação Musical (SBCM'2007) da Sociedade Brasileira de Computação. Cursou disciplinas, cursos e workshops ministrados por Sérgio Freitas (1991), Flo Menezes (1992-1998), Hans Joachim Koellreutter (1993-1995), Edson Zampronha (1996-2000), Graciela Paraskevaidis (1996), Hans Tutschku (1997, 2003 e 2006), Sílvio Ferraz (1999-2000), Erik Oña (2003), Jonty Harrison (2003-2007), Scott Wilson (2004), Bernard Parmegiani (2004), Miller Puckette, Richard Dudas e David Zicarelli (2005), entre outros. Atualmente é Docente da Universidade Federal de Uberlândia (MG), onde atua na Graduação e no Programa de Pós-Graduação em Música, além de ser membro do Núcleo de Música e Tecnologia (NUMUT).",09-06-2022,Universidade Federal de Uberlândia,
9315717537762029,Igor Leão Maia,Maia,"MAIA, I. L.;LEÃO MAIA, IGOR;MAIA, IGOR LEÃO",,,"Igor Maia é compositor e regente, professor adjunto da Escola de Música da Universidade Federal de Minas Gerais. Ele é doutor em composição musical pelo Kings College London, com bolsa da CAPES (Ministério da Educação) e sob orientação da Profa. Silvina Milstein e do Prof. George Benjamin. É bacharel em composição e teoria musical pelo Conservatório Real de Haia (Holanda) e mestre em música pela Universidade Estadual de Campinas (Unicamp) sob orientação do Prof. Dr. Silvio Ferraz com bolsa da Fapesp. Como compositor sua música tem sido tocada em diversos concertos e festivais na Europa, Américas e Japão. Teve aulas com renomados compositores como Isabel Mundry, Brian Ferneyhough, Martin Matalon, Jukka Tiensu, Toshio Hosokawa, Francesco Filidei, Liza Lim, dentre outros. Sua música foi tocada por grupos como a Bournemouth Symphony Orchestra, Holland Symfonia, Camerata Aberta, Ensemble Reconsil, Ensemble Linea, Lontano, Callioppée, Modelo 62 e Orquestra Sinfônica Municipal de Campinas. Foi também agraciado com importantes Prêmios como o 1o Prêmio do Festival Tinta Fresca 2019,  2o Prêmio do Concurso de Composição Pablo Casals (França), BMI Student Composer Award (EUA), o Prêmio da Fundação Nacional das Artes (FUNARTE) de Composição Clássica em 2010 e 2016 e o Prêmio do II Concurso Nacional de Composição Música Hoje. Como regente ele atuou na Alemanha, Brasil, Espanha, Holanda e Grã-Bretanha. Foi regente assistente da Orquestra Sinfônica do Kings College London (KCLSO) durante o ano de 2017 e regente associado do Goodensemble (Goodenough College, Londres) de outubro de 2016 a dezembro de 2017.",26-07-2022,,
9370475068494976,Carina Maria Guimarães Moreira,Moreira,"MOREIRA, C. M. G.;MOREIRA, CARINA MARIA GUIMARÃES",Vassouras,RJ,"Docente do quadro permanente do Programa de Pós-Graduação em Artes Cênicas e dos cursos de Graduação (Licenciatura e Bacharelado) em Teatro da Universidade Federal de São João del Rei. Diretora e dramaturga. Tem graduação em Artes Cênicas (UFOP; 2006), mestrado e doutorado em Artes Cênicas (UNIRIO; 2006 e 2014) e realizou o pós-doutorado na UNICAMP em 2017, desenvolvendo a pesquisa Zumbi e Madame Satã: a cultura popular e as formas de produção na cena contemporânea brasileira. Atua principalmente no campo de investigações sobre teatro político, reunindo seus trabalhos de ensino, pesquisa e extensão no Núcleo de Estudos em Teatro Político ? NETEP, que coordena, do Grupo de Pesquisa em História, Política e Cena ? GPHPC/UFSJ, do qual atualmente é vice-líder. Destaca-se também a criação e coordenação do Coletivo Fuzuê, grupo de teatro universitário para onde conflui grande parte do trabalho desenvolvido como diretora e dramaturga no desenvolvimento de investigação e prática laboratorial cênica. Coordenou o processo de criação do Programa de Pós-Graduação em Artes Cênicas da Universidade Federal de São João del Rei (PPGAC/UFSJ) (2015-2016) e atualmente o coordena (2020-). Trabalha principalmente com Teatro Político, Direção Teatral e Cultura Afro-Brasileira, com ênfase, nos últimos anos na compreensão da relação entre teatro e luta de classes.",07-07-2022,Universidade Federal de São João Del-Rei,https://orcid.org/0000-0001-9144-2581
9373853760102806,Maria Lucia Bueno Ramos,Ramos,"Maria Lucia Bueno;Maria Lucia Bueno Coelho de Paula;BUENO, Maria Lucia;Maria Lucia Bueno Ramos;Ramos, Maria Lucia Bueno",São Paulo,SP,"Bacharel e mestre em Ciências Sociais (PUC-SP). Doutora em Ciências Sociais pela Universidade Estadual de Campinas. Pós-doutorados: Instituto de Artes da Unicamp/FAPESP (1996-99); École des Hautes Études emnScience Sociales/EHESS (1999-2000) e (2001-2002); Université Paris Est/FAPESP (2006); Institut d'études éuropéennes, Université, Paris 8/CAPES (2015 - 2016); New School for Social Research, NY/CAPES (2016); CRBC - Écoles des Hautes Édutes en Sciences Sociales/EHESS (2019-20). Professora associada do Instituto de Artes e Design da Universidade Federal de Juiz de Fora/UFJF-MG; Professora dos Programas de Pós-Graduação em Artes, Cultura e Linguagens(PPG-ACL/UFJF) e Ciências Sociais (PPGCSO/UFJF). Coordenadora  do Grupo de Pesquisa CNPQ &amp;quot;Estética, consumo e mundialização. Transformações nos mundos da arte: artes visuais, arquitetura, design, moda e gastronomia&amp;quot; e do GT de Sociologia da Arte (SBS). Tem experiência nas áreas de sociologia da cultura e da arte e de Historia social da cultura e da arte, com ênfase nos seguintes temas: Artistas, Instituições e Mercado;Coleções e colecionadores; Cultura e Arte Brasileira;Arte Moderna e Contemporânea; Trabalho artístico e cultural: Consumo e estilos de Vida; Gastronomia; Moda; Cultura Urbana; Indústria Cultural; Modernidade; Mundialização e Globalização.",07-07-2022,Universidade Federal de Juiz de Fora,
9374193161036263,Paulo Marcos Cardoso Maciel,Maciel,"MACIEL, Paulo Marcos Cardoso",Paracambi,RJ,"Possui graduação em História pela Universidade Federal do Rio de Janeiro (1999), mestrado em Artes Cênicas pela Universidade Federal do Estado do Rio de Janeiro (2003) e doutorado em Artes Cênicas pela Universidade Federal do Estado do Rio de Janeiro (2009) e pós-doutorado como bolsista FAPERJ/UNIRIO (2009-2011); CNPQ/UNIRIO (2013). Com atuação em pesquisa na área de teoria e história do teatro, especialmente do teatro brasileiro, bem como estudos voltados à poética do texto e da cena e experiência profissional em ensino na área das artes, da história e da educação. Atuação como coordenador (2017-2020) e vice coordenador (2016-2017 e 2020 - ) do Programa de Pós-Graduação em Artes Cênicas (PPGAC), da Universidade Federal de Ouro Preto e membro do Conselho Científico da Editora da Universidade do Estado do Amazonas (2020- ); como coordenador do Fórum de coordenadores dos programas de pós-graduação em artes cênicas (2017-2020); vice coordenador (2018-2020) e atual coordenador do Grupo de Trabalho História das Artes do Espetáculo, da Associação Brasileira de Artes Cênicas (ABRACE). Além disso é membro do Núcleo Docente Estruturante e do Colegiado do curso de Licenciatura em Artes Cênicas, do Departamento de Artes Cênicas, da Universidade Federal de Ouro Preto.",02-03-2022,Universidade Federal de Ouro Preto,https://orcid.org/0000-0003-4770-1587
9392209125161424,Marcelo Ribeiro Vasconcelos,Vasconcelos,"RIBEIRO VASCONCELOS, M.;RIBEIRO VASCONCELOS, MARCELO",Rio de Janeiro,RJ,"Doutor em Sociologia pelo Programa de Pós-Graduação em Sociologia da Universidade Estadual de Campinas (UNICAMP) com período de doutorado-sanduíche na Columbia University of New York City.  Mestre pelo Programa de Pós Graduação em Antropologia e Sociologia  da Universidade Federal do Rio de Janeiro (PPGSA-UFRJ). Graduado em Ciências Sociais (bacharelado e licenciatura) pela Universidade Federal do Rio de Janeiro (UFRJ). Atualmente é professor colaborador do Programa de Pós Graduação em Artes, Cultura e Linguagens da Universidade Federal de Juiz de Fora (PPGACL-UFJF). Membro do Comitê de Pesquisa em Sociologia da Arte da Sociedade Brasileira de Sociologia (SBS)&amp;#10;&amp;#10;Tem interesse nas áreas de sociologia da cultura, sociologia da arte, história da imprensa, crítica de arte e história social dos intelectuais no Brasil e nos Estados Unidos.",22-01-2022,,
9423809653679928,Maria Beatriz Braga Mendonça,Mendonça,"MENDONÇA, M. Beatriz;BRAGA, Bya;MENDONÇA, M. B. Braga;BRAGA - UNIVERSIDADE FEDERAL DE MINAS GERAIS, BYA;MENDONÇA, MARIA BEATRIZ BRAGA;Bya Braga (Maria Beatriz Braga Mendonça);BRAGA (MARIA BEATRIZ BRAGA MENDONÇA), BYA",Pedro Leopoldo,MG,"BYA BRAGA (nome artístico de Maria Beatriz Braga Mendonça). Atriz e Diretora Teatral. Professora Associada da UFMG. Pesquisadora do CNPq (Artes-Teatro). Professora no Curso de Graduação em Teatro e no Programa de Pós-Graduação em Artes da Escola de Belas Artes da UFMG, linha de pesquisa Artes da cena. Pós-doutora em Estudos da performance pelo Performance Studies Department, New York University (2018). Doutora em Artes Cênicas pela UNIRIO-RJ com estágio doutoral junto à Universidad Castilla-La Mancha, com supervisão do Prof. Dr. José A. Sánchez, e ao Instituto de Teatro-Barcelona/ES, com prática como pesquisa na Escola MOVEO-Centro de teatro físico e Mímica Corporal/Barcelona/ES. Líder do Grupo de pesquisa LAPA-Laboratório de Pesquisa em Atuação/UFMG/CNPq. Diretora da Escola de Belas Artes da UFMG (2013-2017). Integrou comissões de criação da Graduação em Artes Cênicas da UFMG (1995-1998). Integrou comitê científico e editorial da ABRACE-Associação Brasileira de Pesquisa e Pós-Graduação em Artes Cênicas, participando de sua diretoria (gestão 2013-2014) e coordenando o GT Territórios e Fronteiras (2008-2012). Autora e organizadora de publicações na área, entre elas os livros: &amp;quot;Étienne Decroux e a artesania de ator. Caminhadas para a soberania&amp;quot; (Ed. UFMG, 2013), &amp;quot;Bufão e suas artes: artesania, disfunção e soberania&amp;quot; (Paco editorial, 2017) e &amp;quot;Múltiplos olhares sobre processos descoloniais nas Artes Cênicas&amp;quot; (Paco editorial, 2018). Membro de conselho editorial na área. Criadora de atividades artísticas performativas. Atuou em &amp;quot;It takes two to tangle&amp;quot;, peça com bases no teatro físico e que foi apresentada no Dixon Place, em Nova York, 2018.  Foto: Alexandre Brum Correa.",02-05-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-4420-6786
